first_name;last_name;nickname;team;id
Leonardo;Arruda;;Guigo JJ;1624
Leonardo;Castello Branco;;Brasa;935
Leonardo;Davila;;Atos;3443
Leonardo;Lara;;Almeida JJ / Atos;9067
Leonardo;Leite;;Alliance;886
Leonardo;Nogueira;;Alliance;1272
Leonardo;Mario;;PSLPB Cicero Costha;13062
Leonardo;Pecanha;;;10339
Leonardo;Saggioro;Cascao;BTT;8231
Leonardo;Santos;;Nova Uniao;292
Leonardo;Silva;;GF Team;10352
Leonardo;Vieira;Leozinho;Checkmat;419
Leticia;Ribeiro;;Gracie Humaita;903
Lloyd;Irvin;;Lloyd Irvin;1307
Luana;Alzuguir;;Alliance;512
Luan;Andrei;;R1ng;12323
Luan;Azevedo;;PSLPB;10741
Luan;Carvalho;;Nova Uniao;5078
Louie;Cercedez;;Ronin BJJ;1419
Lucas;Alves;;Alliance;10669
Lucas;Gualberto;Simba;Dream Art;11658
Lucas;Lepri;;Alliance;358
Luccas;Lira;;;13432
Lucas;Leite;;Checkmat;875
Lucas;Lisboa;;Fight Sports;13031
Lucas;Rocha;;ZR Team;5660
Lucas;Daniel Barbosa;Hulk;Atos;5655
Lucas;Pinheiro;Bad Boy;Checkmat;6043
Lucas;Protasio;;Checkmat;12348
Lucas;Rodrigues;;;13093
Lucas;Norat;;Gracie Barra;12267
Lucas;Valente;;Gracie Barra;8516
Lucas;Sachs;;;11812
Lucas;Souza;Foguinho;Atos;13269
Lucas;Silva;Lukete;Cassao Team / Gracie Barra;11512
Luciano;Nucci;Casquinha;Alliance;11701
Lucio;Rodrigues;Lagarto;Gracie Barra;1263
Luis Carlos;Dias;Manimal;Manimal;809
Luis;Heredia;Limao;Maui Jiu Jitsu;3245
Luis;Lima;Guga;;1395
Luis Roberto;Duarte;Bebeo;Brazilian Top Team;1675
Luis;Marques;;;10403
Luis;Oliveira;Cantareira;Frates JJ;13053
Luis;Roman;;;1722
Luiz;Dias;;GAS;2560
Luiz;Franca;;;2443
Luiz;Guilherme;Guigo;Guigo JJ;693
Luiz;Abdo;Tom;;1426
Luiz;Ribeiro;Manxinha;Checkmat;2404
Luiz;Panza;;Barbosa JJ;3122
Luiz;Paulo;;;11872
Luiza;Monteiro;;Atos;5263
Luzia;Fernandes;;Gracie Barra;2627
Luke;Griffith;;New Wave;13733
Luke;Harris;;Hayabusa TC;13902
Mackenzie;Dern;;Gracie Humaita;2444
Maggie;Grindatti;;Fight Sports;10895
Malachi;Edmond;;Team Lloyd Irvin;10155
Manuel;Pontes;Nelton;Gracie Barra;7543
Mateus;Rodrigues;;AOJ;12544
Mateusz;Szczecinski;;;13916
Matheus;Costa;;GF Team;8112
Matheus;Diniz;Gorilla;Alliance;5423
Matheus;Felipe;Ta Danado;Checkmat;9230
Matheus;Gabriel Barros;;Checkmat;9002
Matheus;Godoy;;Alliance;10698
Matheus;Gonzaga;;;8800
Matheus;Spirandeli;;;7047
Matheus;Lima;;White House JJS;13111
Matheus;Luna;;Checkmat;10658
Matheus;Lutes;;Alliance;10909
Matheus;Menezes;Teteu;Atos;13438
Matias;Estevez;;;12689
Matthew;Leighton;;Bonsai;8729
Marc;Laimon;;Cobra Kai;2322
Marcel;Louzado;;;1382
Marcelino;Freitas;Telino;Nova Uniao;570
Marcelo;Azevedo;Uirapuru;Gracie Barra;2985
Marcelo;Behring;;;739
Marcelo;Cohen;;The Armoury;8361
Marcelo;Fausto;;Checkmat;8361
Marcelo;Garcia;Marcelinho;Alliance;16
Marcelo;Gomide;;Gracie Barra;10644
Marcelo;Nunes;;Zenith JJ;10405
Marcelo;Machado;;Gracie Humaita;1090
Marcelo;Mafra;Lapela;Checkmat;9706
Marcelo;Martins;Capo;Checkmat;8337
Marcelo;Ribeiro;;Gracie Barra;1253
Marcelo;Pereira;;;13628
Marcelo;Salazar;;;205
Marcelo;Saporito;;Carlson Gracie;943
Marcio Andre;Barbosa Junior;;Nova Uniao;4163
Marcio;Cruz;Pé de Pano;;9
Marcio;Corleta;;Winner BJJ;3099
Marcio;dos Santos;;Carlson Gracie;4135
Marcio;Feitosa;;Gracie Barra;687
Marcio;Stambowsky;Macarrao;;3090
Marco;Barbosa;Barba, Barbosinha;Barbosa;492
Marco;Canha;Xassi;Checkmat;405
Marco;Vilella;Gigante;;1218
Marcos;Barreto;;;1161
Marcos;da Matta;Parrumpinha;American Top Team;1182
Marcos;Escobar;;;1124
Marcos;Cerqueira;;;617
Marcos;de Souza;;Bonsai;1848
Marcos;Galvao;Loro;Nova Uniao;2385
Marcos;Martins;Petcho;B9;9573
Marco;Mendes;;Dream Art;13487
Marcos;Santana;Ratinho;;6577
Marcos;Oliveira;Santa Cruz;ADTT;5702
Marcos;Silva Tinoco;Lekinho;Alliance;4789
Marcos Paulo;Costa;;DDR;8290
Marcos;Torregrosa;Yamaso;;2290
Marcus;Almeida;Buchecha;Checkmat;984
Marcus;Beddor;;M-Theory;12303
Marcus;Bello;;GF Team;1619
Marcus;Norat;;;1785
Marcus;Phelan;;ECBJJA;11187
Marcus Vinicius;Ribeiro;Scooby;Alliance;10130
Mariana;Rolszt;;;12744
Margot;Ciccarelli;;Unity JJ;12233
Maria;Eduarda Tozoni;Duda;The Match Champ;12201
Maria;Luiza;;Almeida JJ;13505
Maria;Malyjasiak;;;8759
Maria;Ruffatto;;BTT;13809
Maria Carolina;Vicentini;;Dream Art;13586
Marina;Ribeiro;;Checkmat;1810
Mario Claudio;Tallarico;;;3546
Mario;Reis;;Alliance;790
Mario;Yokoyama;;Ryan Gracie;1226
Mariusz;Linke;;Macaco Gold Team;2111
Mark;Ramos;;;1774
Marlon;Sandro;;Nova Uniao;367
Masahiro;Iwasaki;;Carpe Diem;7645
Mason;Fowler;;CTA;11789
Mathias;Luna;;Checkmat;10509
Matt;Thornton;;SBG;11874
Matt;Serra;;Renzo Gracie;1858
Mauricio;Antunes;;Checkmat;10094
Mauricio;Gomes;;;1185
Mauricio;Mariano;Tinguinha;;931
Mauricio;Oliveira Neto;;GF Team;8996
Mauro;Chueng;;Rio Grappling Club;960
Mauro;Pacifico;;Equipe Bushido;9106
Mayara;Custodio;;Checkmat;11926
Mayko;Araujo;;Checkmat;8218
Mayssa;Bastos;;GF Team;9271
Max;Lindblad;;Checkmat;8308
Maximiliano;Carvalho;;ZR Team;8714
Maximilian;Hanson;;Adamas;13804
Maximiliano;Trombini;;Cia Paulista;872
Maxine;Thylin;;;11620
Melqui;Galvao;;Escola Melqui Galvão;10088
Melissa;Cueto;;;10451
Meyram;Maquine;;Guigo JJ;11423
Micael;Galvao;;Escola Melqui Galvão;12122
Michael;Langhi;;Alliance;122
Michael;Perez;Mike;Atos;8427
Michael;Trasso;;Gracie Humaita;9253
Michael;Zenga;;;12455
Michel;Langhi;;Alliance;1747
Michelle;Nicolini;;Checkmat;823
Mike;Fowler;;;1583
Milton;Bastos;;Ares JJ;7917
Milton;Regis;;Kioto;2231
Mitsuyoshi;Hayakawa;;Tri Force;1882
Moacir;Mendes Junior;;Alliance;8444
Moises;Murad;;Lotus;1005
Monica Vanessa;Silva;;2 Brothers;2206
Monique;Ricardo;;Checkmat;7903
Monir;Salomao;;;3416
Morgan;Black;;Tabula Rasa JJ;13594
Murilo;Amaral;;Alliance;9486
Murilo;Bustamante;;Brazilian Top Team;627
Murilo;Santana;;Unity;484
Muzio;de Angelis;;Brasa;702
Nabil;Aziz;;Nabil JJ;11245
Natasha;Quiza;;Fight Sports;11986
Nathalie;Ribeiro;;Checkmat;9227
Natan;Chueng;;;10216
Nathan;Caroll;;Valor Martial Arts;13475
Nathan;Mendelsohn;;;8081
Nathannael;Fernandes;;Escola Melqui Galvão;12729
Nahum;Rabay;;;2602
Nelson;Monteiro;;;2247
Nicholas;Calvanese;Nick;TAC Team / BJJ United;7914
Nicholas;Meregali;;New Wave;7507
Nicholas;Maglicic;Nico;Atos;13463
Nicolas;Gregoriades;;JJ Brotherhood;2297
Nicole;Sullivan;Nikki;Atos;9823
Nick;Rodriguez;Nicky Rod;B Team;12110
Nick;Salles;;Movement Art;12102
Nick;Schrock;;Gracie Humaita;7922
Nicky;Ryan;;Renzo Gracie Academy;11735
Nikki;Lloyd-Griffiths;;Immersion MMA;13560
Nisar;Loynab;;Atos;10468
Nivaldo;Oliveira;Nil;Checkmat;1604
Nivia;Moura;Nina;Gracie Gym;8585
Nobuhiro;Sawada;;Tri-Force;9502
Nolan;Stuart;;Brea JJ;13737
Nuno;Martins;;;10172
Nyjah;Rollins;;Team Lloyd Irvin;8278
Octavio;Couto;Ratinho;Brasa;579
Odsuren;Bold-Erdene;;;11340
Octavio;de Almeida;;;2216
Olavo;Abreu;;PTT;11615
Oliver;Geddes;Oli;Roger Gracie;256
Oliver;Taza;;New Wave;11707
Omar;Salum;;;831
Otavio;Almeida;Peixotinho;Carlson Gracie;1071
Otavio;Sousa;;Gracie Barra;2107
Orlando;Sanchez;;Gracie Barra;2452
Osamah;Almarwai;;Atos;12615
Osvaldo;Alves;;;524
Oswaldo;Fadda;;;527
Oswaldo;Gracie;;Gracie JJ;1405
Oswaldo;da Rosa;Paquetá;Carlson Gracie;532
Patricia;Lage;;Barbosa;1259
Patrick;Bittan;;;8658
Pablo;Lavaselli;;;11015
Pablo;Mantovani;;Atos;8069
Pablo;Popovitch;;;919
Pablo;Silva;;Gracie Barra;938
Pamela;Boveda Aguirre;;Nova Uniao;9717
Paul;Barch;PJ;10th Planet;9646
Paul;Schreiner;;Alliance;9344
Paulo;Filho;;;1870
Paulo;Gazze Junior;;Cia Paulista;1743
Paulo;Mauricio Strauch;;Strauch Jiu Jitsu;3016
Paulo;Gabriel Martins;;Gracie Humaita;10220
Paulo;Miyao;;PSLPB;2999
Pedro;Alex;Bombom;GF Team;11862
Pedro;Agrizzi;;Striker JJ;12277
Pedro;Crixel;;PSLPB;10263
Pedro;Dias;;CTA;8305
Pedro;Elias;Chupeta;;9741
Pedro;Hemeterio;Homem Quiabo;Gracie JJ;1980
Pedro;Lucas;;;13339
Pedro;Machado;;Gordo JJ / R1ng;12537
Pedro;Maia;;;12287
Pedro;Marinho;;Gracie Barra;11991
Pedro;Mello;;Atos;7760
Pedro;Pacheco Fernandes;;Tu Kaha JJ;1087
Pedro;Ramalho;Paquito;Focus JJ;8448
Pedro;Rocha;;Double Five;11027
Pedro;Sauer;;;1034
Pedro;Serrano;;Gracie Barra;10928
Pedro;Silva;Bolo;Dream Art;13422
Pedro;Veras;;PSLPB;11044
Penny;Thomas;;Gracie Humaita;1050
Peter;Letsos;;;1316
Perttu;Tepponen;;Hilti BJJ;9959
Philippe;Balmant;Philzinho;Alliance;7847
Philippe;Pomaski;;;10399
Radoslaw;Turek;Radek;Berserkers Warsaw BJJ;8241
Rafael;Barbosa;Formiga;Double Five;921
Rafael;Barros;Fofitio;;4747
Rafael;Correa;Gordinho;Gordo JJ;2453
Rafael;Freitas;Barata;Gracie Barra;1753
Rafael;Heck;;Checkmat;1577
Rafael;Mansur;;;6599
Rafael;Mendes;;AOJ;179
Rafael;Dallinha;;BJJ Revolution;194
Rafael;dos Anjos;;;460
Rafael;dos Anjos Torres;;Alliance;12048
Rafael;Lovato Jr;;Lovato Jr. / Ribeiro JJ;576
Rafael;Paganini;;Alliance;10174
Rafael;Vasconcelos de Lima;;Atos;8634
Rafaela;Guedes;;Atos;11656
Ralph;Gracie;;;1781
Raquel;Paaluhi Canuto;;Zenith JJ;8407
Ramon;Lemos;;Atos;640
Rany;Yahya;;Athaide JJ;177
Raphael;Abi-Rihan;;;813
Renato;Forasieppi Canuto;;Zenith JJ;7539
Renato;Migliaccio;;;548
Raphael;Chaves;Catatau;;991
Raoni;Barcelos;;Laerte Barcelos;1545
Raul;Gomes;;Gracie Humaita;8213
Raul;Basilio;;Almeida JJ;11534
Rawana;Silva;;Dream Art;13875
Rayron;Gracie;;RGA;13480
Reginaldo;Gurgel Almeida;;SAS;1627
Reinaldo;Ribeiro;;;1149
Relson;Gracie;Campeao;;1957
Renan;Pegado;Barao;Nova Uniao;1778
Renan;Cruz;;R1NG;12641
Renata;Marinho;;Alliance;8779
Renato;Barreto;;Gracie Humaita;1372
Renato;Cardoso;Coco;Checkmat;2235
Renato;Migliaccio;;;548
Renato;Tavares;;;588
Renzo;Gracie;;Renzo Gracie;52
Reyson;Gracie;;;2003
Ricardo;Abreu;Demente;Nova Uniao;331
Ricardo;Almeida;Cachorrao;Renzo Gracie;278
Ricardo;Arona;;Brazilian Top Team;93
Ricardo;Cavalcanti;;;1325
Ricardo;De La Riva;;de la Riva;361
Ricardo;Diogo;Rey;Carlson Gracie;2340
Ricardo;Evangelista;Jegue;GF Team;1534
Ricardo;Feliciano;Pantcho;Checkmat;8202
Ricardo;Liborio;;American Top Team;591
Ricardo;Marques;;Brazilian Top Team;8409
Ricardo;Miller;Franjinha;Paragon;630
Ricardo;Soranco;;BTT;13840
Ricardo;Vieira;Rico, Ricardinho;Checkmat;338
Richar;Nogueira;;PSLPB;9094
Richard;Alarcon;Red;;10357
Richard;Martin;Dickie;Carlson Gracie;806
Rickson;Gracie;;;67
Rida;Haisam;;Carpe Diem;9559
Rider;Zuchi;;;11064
Rigan;Machado;;Machado JJ;1817
Rikako;Yuasa;Lady Sasa;Paraestra;5761
Rilion;Gracie;;;1488
Robert;Diggle;Degle;;12254
Robert;Drysdale;;;378
Roberto;Alencar;Tussa;Gracie Barra;926
Roberto;Abreu;Cyborg;Fight Sports;224
Roberto;Atalla;;Rio Grappling Club;535
Roberto;Correa;Gordo;Gordo JJ;553
Roberto;Godoi;;;601
Roberto;Jimenez;;Studio 76;10880
Roberto;Lage;;;2529
Roberto;Magalhaes;Roleta;;550
Roberto;Satoshi;;Bonsai;1824
Roberto;Tozi;;;384
Roberto;Traven;;;1204
Robson;Gracie;;;3394
Robson;Lima;Mau Mau;;11281
Robson;Moura;Robinho;Nova Uniao;195
Rockson;Gracie;;;3226
Rodney;Ellis;;Nova Uniao;1065
Rodolfo;Vieira;Black Belt Hunter;GF Team;247
Rodolphe;Olivier;;Gokudo;2355
Rodrigo;Antunes;;;2048
Rodrigo;Cabral;Brucutu;;1207
Rodrigo;Carvalho;;Gracie Barra;8696
Rodrigo;Cavaca;;Zenith BJJ;543
Rodrigo;Conceicao;Aquiles, Akilis;Alliance;3206
Rodrigo;Caporal;;;631
Rodrigo;Fajardo;Pimpolho;Gracie Barra;1895
Rodrigo;Francioni;;Fight Sports;12376
Rodrigo;Gracie;;;10579
Rodrigo;Lopes;Tatu;;12566
Rodrigo;Medeiros;Comprido;Brasa;559
Rodrigo;Medeiros;;BJJ Revolution;647
Rodrigo;Munduruca;;;9720
Rodrigo;Ranieri;;;1440
Rodrigo;Ribeiro;;G13;8762
Rodrigo;Siqueira;;Alliance;10321
Roiner;Lima;;Gracie Barra;12251
Roger;Coelho;;;1297
Roger;Gracie;;Roger Gracie JJ;505
Rogerio;Poggio;;Infight;1942
Rogerio;Taborda;;;214
Rolando;Samson;;Atos;8261
Rolker;Gracie;;Gracie Humaita;1445
Rolls;Gracie;;;27
Rolles;Gracie;;;70
Romero;Cavalcanti;Jacare;Alliance;355
Romulo;Azevedo;Caju;Welton Ribeiro JJ;7579
Romulo;Barral;;Gracie Barra;320
Ronaldo;Junior;;Atos;10162
Ronaldo;Souza;Jacare;;117
Roosevelt;Sousa;;;11499
Rose;El Sharouni;;Checkmat;13158
Ross;Nicholls;;Roger Gracie Academy;9261
Rousimar;Palhares;Toquinho, Paul Harris;;431
Royce;Gracie;;;743
Royler;Gracie;;Gracie Humaita;515
Ruan;Alvarenga;;Alliance / Pantera Negra;12080
Rubens;Charles;Cobrinha;Alliance;147
Rudson;Mateus;;Atos;8100
Rufino;Gomes;Morcego;Checkmat;781
Rui;Alves Neto;;Dream Art;13099
Ryan;Hall;;50/50;725
Ryan;Beauregard;;;2378
Ryan;Murphy;;Crosley Gracie;1232
Ryo;Ominami;;Gracie Barra;1644
Ryron;Gracie;;Gracie JJ;2252
Sabrina;Gondim;;;13822
Saeed;Dunkaev;;Checkmat;11271
Salvatore;Pace;;Gracie Barra;1710
Sam;McNally;;;12751
Samantha;Cook;;Checkmat;8192
Samir;Chantre;;CTBJJA;1436
Samuel;Braga;;Gracie Barra;1761
Samuel;Nagai;;Checkmat;11510
Samy;Al Jamal;;;1904
Santeri;Lilius;;LiliusBarnatt MMA;11111
Saulo;Ribeiro;;Ribeiro JJ;481
Scott;Kaplan;;;13913
Sean;Roberts;;Sektor BJJ;12617
Seif-Eddine;Houmine;;;9515
Sebastian;Brosche;;Frontline;7695
Sebastian;Rodriguez;;Unity JJ;12215
Sebastian;Serpa;;;12573
Serena;Gabrielli;;Flow JJ;7768
Sergio;Ardila-Ibarra;;American Top Team;7686
Sergio;Benini;;Gracie Barra;7582
Sergio;Calderon;;CFC Team;9697
Sergio;Iris;Serginho de Niteroi;Carlson Gracie;3505
Sergio;Moraes;;Alliance;138
Sergio;Gasparelli;Babu;;1312
Sergio;Penha;;;677
Sergio;Rios;Pichilinga;99 Jiu-Jitsu / Academia Dojô;9637
Sergio;Souza;Bolao;;895
Sergio;Zimmerman;Canuto;Pound for Pound;4268
Servio;Tulio;;Gracie Barra;8528
Shane;Rice;;;1301
Shanti;Abelha;;Checkmat;3186
Shawn;Williams;;;793
Shelby;Murphey;;AOJ;13427
Sheliah;Lindsey;;Magness BJJ;13193
Silvana;Abreu;;;718
Silvio;Duran;;Vitor Shaolin BJJ;9064
Sim;Go;;Cobra Kai;1508
Shay;Montague;;;13453
Shinya;Aoki;;;1319
Stefano;Correa;;AOA;9893
Steffen;Banta;;Alliance;13138
Sylvio;Behring;;;1631
Sofia;Amarante;;Fight Sports;11454
Tacio;Carneiro;;;11471
Tadiyah;Danforth;;Alliance;12644
Tainan;Dalpra;;AOJ;11697
Talia;Marie Vaughn;;Gracie Humaita;9762
Talita;Nogueira;Treta;Ryan Gracie;1430
Tammi;Musumeci;;;3607
Tarik;Hopstock;;Frontline;12654
Tracey;Goodell;;;11975
Tarcisio;Jardim;;Checkmat;1290
Tarsis;Humpreys;;Alliance;477
Thais;Loureiro;;;13220
Thais;Ramos;;;8718
Thalyta;Silva;Thata;Vision;12845
Thalison;Soares;;;10099
Thamara;Ferreira;;;10100
Thamires;Monteiro;Tami;Checkmat;12542
Tamires;Silva;;;13937
Theodoro;Canal;;GF Team;1178
Thiago;Abud;;Unity JJ;11338
Thiago;Barreto;;Commando Group;8819
Thiago;Borges;Monstro;;537
Thiago;Fernandes;;Nova Uniao;2181
Thiago;Leiras;;Brazil 021;1727
Thiago;Macedo;;RPBJJ;8632
Thiago;Rogerio;;Brazil 021;1555
Thibaut;Olivier;;Gokudo;2434
Tiago;Alves;;Barbosa;1055
Tiago;Rocha;;Alliance;7865
Thiago;Sa Fortes;;Checkmat;4145
Thomas;Halpin;Tom;Fight Sports;8866
Thomas;Lisboa;;Alliance;8874
Todd;Margolis;;Potomac MMA;12057
Totila;Jordan;Pitoco;;3458
Tommy;Langaker;;Nova Uniao;8105
Travis;Lutter;;;1994
Travis;Stevens;;;10903
Tye;Ruotolo;;Atos;12003
Uanderson;Ferreira;;;12671
Ulpiano;Malachias;;Gracie Barra;1491
Vagner;Rocha;Ceara;VRMMA;8394
Valdir;Araujo Junior;BB Monster, BB Monstro;;10501
Valmyr;Neto;;;1851
Vanessa;English;;Gracie Barra;9083
Vanessa;Griffin;;Team Lloyd Irvin;11909
Vanessa;Oliveira;;GF Team;2073
Vedha;Toscano;;Team Fabio Clemente;10210
Vicente;Junior;;BJJ Conquest;7732
Victor;Costa;;;1945
Victor;Estima;;Gracie Barra;1617
Victor;Hugo;;Ribeiro JJ;10159
Victor;Genovesi;;Alliance;3110
Victor;Nithael;;Nova Uniao;11754
Vincent;Nguyen;;ONE JJ;8090
Vinicius;Aieta;;Gracie Humaita;730
Vinicius;Coelho;Villem;Gracie Barra;12298
Vinicius;Corrales;;Gracie Humaita;1275
Vinicius;Ferreira;Trator;Alliance;9180
Vinicius;Lessa;;Calasans Camargo;13190
Vinicius;Liberati;;Fratres;13417
Vinicius;Magalhaes;Draculino;Gracie Barra;374
Vinicius;Magalhaes;Vinny, Pesao;;733
Vinicius;Marinho;;GF Team;1600
Vinicius;Martins;Chambourcy;Alliance;13450
Vinicius;Pedrosa;;GF Team;9173
Vinicius;Pereira;;Cassão Team;9956
Victor;Silverio;;GF Team;4235
Vitor;Ribeiro;Shaolin;Nova Uniao;81
Vitor;Henrique;;GF Team;2035
Vitor;Toledo;Gigante;;1986
Vitoria;Vieira;;GF Team;12594
Wagner;Campos;Galeto;;272
Wagnney;Fabiano;;Nova Uniao;2175
Wallace;Costa;;GF Team;11709
Waldemar;Santana;;;25
Waldomiro;Perez;;Cia Paulista;1097
Waldir;Filho;;BTT;11572
Walid;Ismail;;Carlson Gracie;508
Washington;Luis Lima;;;11632
Walter;Mattos;;;1891
Wanki;Chae;;John Frankl Jiu-Jitsu;8842
Welerson;Goncalves;;;13209
Wellington;Dias;Megaton;Gracie Humaita;613
Wendell;Alexander;;Nova Uniao;634
Wilson;Mattos;;;2517
William;Abreu;;Black House;11559
William;Tackett;;Brazilian Fight Factory / Checkmat;11771
Willis;Nunes;Pipoca;Checkmat;11794
Wilson;Moreira Costa;;PSLPB;11293
Xiong;Yuxing;Emma;;8119
Yacinta;Nguyen;;Toronto BJJ;8783
Yago;de Souza;;;5347
Yatan;Bueno;;;12055
Yara;Soares;;;10897
Yigit;Hanay;;;13871
Ygor;Rodrigues;;Equipe Marcio Rodrigues;9121
Youngseung;Cho;;;13389
Yuta;Shimada;;Nexusense;8536
Yuki;Nakai;;Paraestra;996
Yukinori;Sasa;;Paraestra;3348
Yuri;Hendrex;;PSLPB;11212
Yuri;Simoes;Novinho;CTA;1740
Yusuke;Honma;;Paraestra;1122
Yvone;Duarte;;;3569
Zach;Maslany;;;12227
Zach;Kaina;;AOJ;13341
Zak;Maxwell;;Gracie Humaita;1137
Zayed;Alkatheeri;;;12968
Shimon;Mochizuki;;Checkmat;4230
Tim;Spriggs;;Lloyd Irvin;4310
Andre;da Silva;Marola;Nova Uniao;4334
Alain;Pozo;;Carlson Gracie;4381
Jacob;McKee;Budo Jake;Gracie Barra;4420
Jose;Higinio;;;4415
Riccardo;Ammendolia;Baleia;;4437
Patrick;Gaudio;;GF Team;4430
Jaime;Canuto;;GF Team;4460
Andris;Brunovskis;;Atos;4465
Mauro;Ayres;;Nova Geracao;4481
Paulo;Brandão;Coelho;;4485
Michael;Liera Junior;;Atos;4655
Fabio;Monteiro;Binho;Ass. Monteiro;4641
Erberth;Santos;;Almeida JJ;4521
Henry;Akins;;Dynamix MMA;4687
Renato;Miragaia;;;4676
Bruno;Fernandes;;Gracie Barra;4943
Fernando;Gurgel;;Alliance;4912
Fernando;Yamasaki;;Yamasaki JJ;7856
Henry;Akins;;;4687
Luis Carlos;Atalla;Luca;Gracie Barra;4717
Marcelo;Mello;;;4740
Marcelo;Alonso;;Carlson Gracie;4776
Ricardo;Rezende;;Fight Sports;4859
Alexandre;Dantas;Cafe;Gracie Barra;4864
Kim;Terra;;;4851
Sergio;Jardim;Malibu;;4877
Monique;Elias;;Alliance;4838
Roy;Harris;;;4794
Fernando;Gurgel;Magrao;Alliance;4912
Bruno;Fernandes;Molenga;Gracie Barra;4943
Dimitrius;Souza;;Alliance;4960
Rodrigo;Pagani;;Gracie Humaita;4993
Givanildo;Santana;Giva, The Arm Collector;Lotus;5000
Geovanny;Martinez;Geo, Freakazoid;10th Planet;4996
Fabiano;Scherner;Pega Leve;Gracie Barra;5016
Enson;Inoue;Yamato Damashii;Purebred;5020
Joao Pedro;Rodrigues;Somalia;Checkmat;5114
Carlos;Rosado;;Carlson Gracie;5135
Vinicius;Cruz;Vinicinho;Carlson Gracie;5157
Rosangela;Conceicao;Zanza;;5162
Andre;Motta;Andrezinho;Nova Uniao;5206
Carlos;Rollyson;;Carlson Gracie / Alliance;5223
Antonio;Passos;Tony;Atos;5320
Thomas;DeBlass;Tom;;5324
Beneil;Dariush;;;5365
Dean;Liebenberg;Cu Vermelho;Cia Paulista;5391
Venla;Luukkonen;;Hilti BJJ;5410
Guilherme;Augusto;;Alliance;5417
Guilherme;Lambertucci;;Gracie Barra;12084
Osvaldo;Moizinho;Queixinho;;5414
Michael;Musumeci;Mikey;;5447
Herbert;Burns;;;5453
Ibrahim;Inal;;Checkmat;5473
Victor;Honorio;;GF Team;5509
Sebastian;Lalli;;Checkmat;5523
Manuel;Ribamar;Riba;;5636
Jamie;Cruz;;Renzo Gracie Academy;5617
Marcio;Rodrigues;;Equipe Marcio Rodrigues;5609
Alan;Marques;Gumby;Heroes Martial Arts/Ralph Gracie Academy;5592
Emily;Fernandez;;LEAD;13170
Emily;Kwok;;MGinAction/Princeton BJJ;5578
Louis;Vintaloro;;Performance Jiu-Jitsu;5549
Steve;Maxwell;;;5751
Arthur;Sousa;AJ;AJSBJJ/ATT;5747
Isaque;Paiva;Boia;Saikoo JJ;5715
Joaquina;Bomfim;Jiu-quina;Gracie Barra;5634
Wellington;Luis;Alemao;;5756
Thiago;Abreu;Baiano;Checkmat;5909
Thiago;Gaia;;Checkmat;5926
Rodrigo;Freitas;;Freitas JJ;5930
Jared;Dopp;;Lovato Jr. / Ribeiro JJ;5861
Mahamed;Aly;;Team Lloyd Irvin;5842
Jose Tiago;Barros;;PSLPB;5789
Bruno;Paulista;Mamute;;5793
Paulo;Guillobel;;Ribeiro JJ;5785
Everdan;Olegario;Mestre Dan;Alliance;5814
Andre;Glodzinski;;Cia Paulista;5820
Deborah;Maxwell;DC;;5854
Chris;Haueter;;Combat Base;5858
Jorge;Pereira;;;5869
Fabio;Nascimento;Negao;Lotus Clube;5873
Felicia;Oh;;Machado JJ;5883
Daniel;Wanderley;Cachorrao;Carlson Gracie;5900
Wilson;Reis;;G13;5992
Carlson;Gracie Junior;Carlsinho;Carlson Gracie;5998
Paulo;Rezende;Paulao;Zenith BJJ;6006
Vinicius;Amaral;;Game Fight;6002
Adriano;Moraes;;Team Constrictor;6054
Nic;Ruben Nikolaison;;Frontline;6033
Reylson;Gracie;;;6041
Ghazaleh;Parman;Gazzy;;6046
Tomoyuki;Hashimoto;Passport;Carpe Diem;6060
Steve;da Silva;Suga Pop;Nova Uniao;6064
Ataide;Ludgero Junior;;Team Constrictor;6081
Wander;Braga;;;6084
Mansher;Khera;;Alliance;6095
Isaac;Doederlein;;Alliance;6103
Isaak;Michell;;;13518
Karen;Antunes;;Checkmat;6149
Hiago;George;;PSLPB Cicero Costha;6151
Tanner;Rice;;Rice Brothers;6156
Elan;Santiago;;Alliance;6158
Ricco;Rodriguez;Suave;;6167
Luigi;Mondelli;;ATT;6170
Suyan;Queiroz;;;6176
Aldo;Januario;Caveirinha;Caveirinha JJ Family;6186
Djalma;Spindola;;Ribeiro JJ;6196
Carlos;Barreto;Carlao;BTT;6203
Alison;Trembley;;BTT;6227
Sophia;McDermott Drysdale;;;6236
Ailson;Brites;Jucao;Equipe Jucão;6246
Diego;Borges;;Zenith JJ;6253
Rodnei;Barbosa;Roy;Zenith JJ;6258
Paulo;Sergio;;PS Phoenix JJ;6276
Pirillo;Roriz;;Gracie Barra;6284
Alex;Paz;Negao;Emirates Team;6286
Faisal;Al Kitbe;;Emirates Team;6301
Emyr;Bussade;Shark;ATT;6311
Arnaldo;Maidana;;Checkmat;6337
Jason;Gagnon;;Alliance;6328
Evandro;Nunes;;Gracie Jiu Jitsu;6324
Marcel;Golcalves;;Fight Sports;6419
Leonardo;Dalla;Leo;Big Brothers;6403
Chris;Holdsworth;;;6395
Ruan;Oliveira;;Soul Fighters;6375
Brian;Mahecha;;ATT;6366
Pedro;Araujo;Pedrao;Gracie Barra;6359
